2018-12-21 22:55:01.247486;0,344690054655;0,625279664993;0,233312413096;2,78557276726;3,40489006042;5,46897602081;13,3466806412;23,5560283661;18,1366443634;0,4509344697;0,452618271112;0,392957806587;6,7466211319;3,50719308853;5,9308681488;81,34;-8,43;2,04;6,08;4,03;4,39;
2018-12-21 22:55:02.606374;0,238405436277;0,330791026354;0,1392724365;3,32215952873;3,29298496246;3,95612096786;16,1652812958;15,4685163498;16,1238746643;0,874362647533;1,56311428547;0,433608859777;16,4207954407;6,04530143738;7,94024658203;65,34;-24,25;3,26;6,01;4,0;4,28;
2018-12-21 22:55:03.964236;0,200620979071;0,248178765178;0,185111671686;4,22916460037;4,05576276779;7,2644867897;27,1796665192;42,9835472107;42,7791824341;0,529537379742;0,687036514282;0,529134392738;10,7432146072;8,16010189056;15,5811815262;72,16;-17,61;2,55;8,35;4,23;4,26;
2018-12-21 22:55:05.331975;0,186990842223;0,231900781393;0,19690798223;4,38501405716;3,77458357811;7,76517772675;13,8742809296;16,2346363068;25,2487297058;0,644186258316;1,21550309658;0,407493025064;4,30061721802;5,13080692291;7,89759540558;84,14;5,82;0,63;7,3;4,16;4,28;
2018-12-21 22:55:06.687260;0,279801547527;0,50710940361;0,247128605843;4,4704375267;3,54401636124;8,12448406219;15,8707513809;17,5776977539;20,7040843964;2,60495424271;5,17898321152;1,65300703049;8,25134181976;6,57137441635;10,2722120285;75,04;15,27;-1,04;6,13;4,0;4,31;
2018-12-21 22:55:08.046310;0,330864578485;0,599981367588;0,265216857195;4,47991466522;3,85305356979;8,20285701752;16,1631126404;35,7603149414;16,1370277405;2,38975739479;4,42008256912;1,22237730026;4,57168865204;6,20003652573;5,41235589981;70,49;19,43;-1,47;5,34;4,03;4,39;
2018-12-21 22:55:09.404207;0,333812206984;0,607169806957;0,229280039668;2,68078494072;3,14229202271;5,36114454269;12,5530853271;39,5323448181;9,15868091583;1,02543652058;1,03376960754;0,419464468956;7,21019172668;12,2685823441;3,52659583092;71,59;17,34;-0,59;5,24;4,05;4,41;
2018-12-21 22:55:10.765651;0,334200829268;0,608737170696;0,213685229421;2,20099544525;3,25431275368;4,32402944565;12,5900468826;31,3700485229;11,9789381027;0,46057009697;0,610432088375;0,307527571917;3,43589711189;5,8901014328;6,47140312195;88,24;-0,86;1,25;6,08;4,03;4,36;
2018-12-21 22:55:12.123524;0,277078360319;0,474337518215;0,172119468451;2,19886755943;3,21910667419;3,6628704071;15,670217514;15,7553405762;18,2956562042;0,764008164406;1,51828241348;0,520215392113;5,48209095001;3,27576088905;8,2310256958;70,42;-20,51;2,84;5,39;4,03;4,28;
2018-12-21 22:55:13.481242;0,202714905143;0,25871309638;0,176692545414;3,42167639732;3,60942173004;6,58753395081;18,4251747131;32,5463562012;42,0719833374;0,773431181908;0,740679383278;0,907388865948;8,94593811035;10,4716825485;29,9748363495;66,17;-23,47;2,89;7,48;4,08;4,26;
