2019-04-19 13:54:26.045745;0,0;12,1129131317;0,0;0,0;4,54448318481;0,0;0,0;8,43123435974;0,0;0,0;3,12148952484;0,0;0,0;22,563747406;0,0;-2;85;3;
2019-04-19 13:54:26.989198;0,0;12,058382988;0,0;0,0;4,5141415596;0,0;0,0;8,40964889526;0,0;0,0;3,11451005936;0,0;0,0;22,533662796;0,0;-2;85;3;
2019-04-19 13:54:27.931562;0,0;12,0940418243;0,0;0,0;4,53533697128;0,0;0,0;8,46366405487;0,0;0,0;3,13651967049;0,0;0,0;22,5580730438;0,0;-2;85;3;
2019-04-19 13:54:28.873922;0,0;12,1267957687;0,0;0,0;4,51740837097;0,0;0,0;8,4498052597;0,0;0,0;3,13171267509;0,0;0,0;22,5744132996;0,0;-2;85;3;
2019-04-19 13:54:29.816307;0,0;12,0753383636;0,0;0,0;4,51708936691;0,0;0,0;8,42566585541;0,0;0,0;3,12690973282;0,0;0,0;22,6186847687;0,0;-2;85;3;
2019-04-19 13:54:30.761173;0,0;12,1515254974;0,0;0,0;4,54169988632;0,0;0,0;8,46270847321;0,0;0,0;3,13997101784;0,0;0,0;22,6206378937;0,0;-2;85;3;
2019-04-19 13:54:31.703546;0,0;12,0823707581;0,0;0,0;4,52171230316;0,0;0,0;8,42715263367;0,0;0,0;3,12384462357;0,0;0,0;22,6276950836;0,0;-2;85;3;
2019-04-19 13:54:32.647170;0,0;12,0016241074;0,0;0,0;4,4847278595;0,0;0,0;8,37228965759;0,0;0,0;3,1035656929;0,0;0,0;22,5965995789;0,0;-2;85;3;
2019-04-19 13:54:33.590787;0,0;12,0606660843;0,0;0,0;4,51571798325;0,0;0,0;8,42869949341;0,0;0,0;3,12035894394;0,0;0,0;22,5770988464;0,0;-2;85;3;
2019-04-19 13:54:34.534454;0,0;12,086561203;0,0;0,0;4,51079320908;0,0;0,0;8,40326881409;0,0;0,0;3,11267542839;0,0;0,0;22,5524253845;0,0;-2;85;3;
2019-04-19 13:54:35.476778;0,0;12,0097465515;0,0;0,0;4,49353504181;0,0;0,0;8,38857936859;0,0;0,0;3,11070632935;0,0;0,0;22,520658493;0,0;-2;85;3;
2019-04-19 13:54:36.419142;0,0;12,1452140808;0,0;0,0;4,5418715477;0,0;0,0;8,45133113861;0,0;0,0;3,13615465164;0,0;0,0;22,5353221893;0,0;-2;85;3;
2019-04-19 13:54:37.361523;0,0;12,0768947601;0,0;0,0;4,50708723068;0,0;0,0;8,3946390152;0,0;0,0;3,1168615818;0,0;0,0;22,5490570068;0,0;-2;85;3;
2019-04-19 13:54:38.305205;0,0;12,126745224;0,0;0,0;4,54951238632;0,0;0,0;8,47831535339;0,0;0,0;3,14605760574;0,0;0,0;22,585105896;0,0;-2;85;3;
2019-04-19 13:54:39.253907;0,0;12,0743541718;0,0;0,0;4,51491594315;0,0;0,0;8,41152477264;0,0;0,0;3,1148815155;0,0;0,0;22,5827007294;0,0;-2;85;3;
2019-04-19 13:54:40.199971;0,0;12,0745944977;0,0;0,0;4,50880146027;0,0;0,0;8,42502880096;0,0;0,0;3,12123632431;0,0;0,0;22,603603363;0,0;-2;85;3;
